3.644191026687622070e-01,3.644191026687622070e-01,3.558921217918395996e-01,3.495697379112243652e-01,3.428736329078674316e-01,3.366368114948272705e-01,3.318704366683959961e-01,3.265861868858337402e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.558921217918395996e-01,3.495697379112243652e-01,3.428736329078674316e-01,3.366368114948272705e-01,3.318704366683959961e-01,3.265861868858337402e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.571461141109466553e-01,3.519328832626342773e-01,3.463099300861358643e-01,3.411711454391479492e-01,3.375372290611267090e-01,3.338660597801208496e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.552328348159790039e-01,3.485248088836669922e-01,3.413566052913665771e-01,3.352715075016021729e-01,3.307665586471557617e-01,3.257898390293121338e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.542277514934539795e-01,3.470883965492248535e-01,3.394418656826019287e-01,3.328659832477569580e-01,3.281604051589965820e-01,3.233410418033599854e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.542277514934539795e-01,3.470883965492248535e-01,3.394418656826019287e-01,3.328659832477569580e-01,3.281604051589965820e-01,3.233410418033599854e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.527535498142242432e-01,3.448314964771270752e-01,3.366341888904571533e-01,3.309681415557861328e-01,3.274090886116027832e-01,3.254750967025756836e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.527535498142242432e-01,3.448314964771270752e-01,3.366341888904571533e-01,3.309681415557861328e-01,3.274090886116027832e-01,3.254750967025756836e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.527535498142242432e-01,3.448314964771270752e-01,3.366341888904571533e-01,3.309681415557861328e-01,3.274090886116027832e-01,3.254750967025756836e-01
3.644191026687622070e-01,3.644191026687622070e-01,3.527535498142242432e-01,3.448314964771270752e-01,3.366341888904571533e-01,3.309681415557861328e-01,3.274090886116027832e-01,3.254750967025756836e-01
